70,91
109,220
128,398
172,649
192,899
218,1339
250,1745
283,1786
268,2035
344,2810
507,89
1169,213
1882,339
2922,532
4739,851
5722,1029
8110,1455
8366,1512
9733,1740
12689,2275
110,168
148,394
206,698
266,1127
318,1660
419,2259
439,2946
476,3237
483,3705
559,4621
77,34
122,29
152,82
189,63
214,76
262,81
278,104
319,205
361,160
386,164
